C_OD,1000000000.0,1000000000.0
C_extra,1e-09,1e-09
D,0.01,0.5
K_A_B_2,1e-09,1e-06
K_A_B_1,1e-09,1e-06
K_mu_glu,3.9e-05,3.9e-05
S0_glu,0.02,0.02
g_2,100000000000.0,100000000000.0
g_1,100000000000.0,100000000000.0
kA_1,9.999999999999999e-23,1e-15
kB_max_2,9.999999999999999e-23,1e-15
kB_max_1,9.999999999999999e-23,1e-15
k_omega_B_2,1e-07,1e-06
k_omega_B_1,1e-07,1e-06
mu_max_2,0.4,3.0
mu_max_1,0.4,3.0
n_A_B_2,1.0,2.0
n_A_B_1,1.0,2.0
n_omega,1.0,2.0
omega_max,0.5,2.0
