,name,all_data_points,all_data_median,name_order
0,SL1,-1.0,-0.9002663148604557,0
1,SL1,-0.8005326297209113,-0.9002663148604557,0
2,SL4,0.19946737027908867,0.5997336851395443,3
3,SL4,1.0,0.5997336851395443,3
