"sim_idx","batch_idx","population_num","exp_num","model_ref","Accepted","integ_error","d1","d2","d3"
2,3,1,0,1,True,"",0.0,2.220446049250313e-16,0.5001553795795302
3,3,1,0,2,True,"",0.0,9.769962616701378e-15,0.5001878267784847
4,3,1,0,1,True,"",0.0,4.440892098500626e-15,0.501248179589819
5,3,1,0,0,True,"",0.0,4.884981308350689e-15,0.5001113776894064
6,3,1,0,2,True,"",0.0,2.6645352591003757e-15,0.5001914380268265
7,3,1,0,2,True,"",0.0,9.769962616701378e-15,0.5009678336230199
8,3,1,0,1,True,"",0.0,3.774758283725532e-15,0.5003206685080888
9,3,1,0,2,True,"",0.0,7.105427357601002e-15,0.5002739892535112
0,4,1,0,2,True,"",0.0,7.549516567451064e-15,0.5001419555742582
1,4,1,0,1,True,"",0.0,2.6645352591003757e-15,1.7508847297317502
2,4,1,0,2,True,"",0.0,1.5543122344752192e-15,0.5002585806469053
3,4,1,0,0,True,"",0.0,6.661338147750939e-15,0.5001569265823644
4,4,1,0,1,True,"",0.0,7.105427357601002e-15,0.5060836797195483
5,4,1,0,1,True,"",0.0,3.3306690738754696e-16,2.6171584355902575
6,4,1,0,1,True,"",0.0,8.43769498715119e-15,0.5001466462757715
7,4,1,0,2,True,"",0.0,3.552713678800501e-15,0.5002304081359524
8,4,1,0,1,True,"",0.0,0.0,1.7092141090093635
9,4,1,0,2,True,"",0.0,9.103828801926284e-15,0.5000727968176072
0,5,1,0,2,True,"",0.0,4.6629367034256575e-15,0.500598523363203
1,5,1,0,1,True,"",0.0,2.220446049250313e-15,0.5008781655421525
2,5,1,0,2,True,"",0.0,5.551115123125783e-15,0.5001496474978109
3,5,1,0,1,True,"",0.0,5.773159728050814e-15,0.5217101934152493
4,5,1,0,2,True,"",0.0,5.329070518200751e-15,0.5002473441423441
5,5,1,0,2,True,"",0.0,6.439293542825908e-15,0.5006581293036415
6,5,1,0,2,True,"",0.0,6.661338147750939e-15,0.5000948788689649
7,5,1,0,0,True,"",0.0,1.5543122344752192e-15,0.500132418529483
8,5,1,0,1,True,"",0.0,5.773159728050814e-15,0.50444866522102
9,5,1,0,1,True,"",0.0,5.329070518200751e-15,0.5191067888560681
0,6,1,0,2,True,"",0.0,8.43769498715119e-15,0.5034892707640952
1,6,1,0,0,True,"",0.0,2.220446049250313e-15,0.5013941516470003
2,6,1,0,2,True,"",0.0,3.552713678800501e-15,0.500348023902042
3,6,1,0,1,True,"",0.0,6.217248937900877e-15,0.5005402886036349
4,6,1,0,0,True,"",0.0,3.910602025878874e-15,0.5000448958334998
5,6,1,0,2,True,"",0.0,1.5543122344752192e-15,0.5002512308349977
6,6,1,0,1,True,"",0.0,5.10702591327572e-15,0.5007899858632578
7,6,1,0,2,True,"",0.0,8.215650382226158e-15,0.500097424096094
8,6,1,0,2,True,"",0.0,4.218847493575595e-15,0.5002197402223982
9,6,1,0,2,True,"",0.0,3.552713678800501e-15,0.5004051148121933
0,7,1,0,2,True,"",0.0,6.439293542825908e-15,0.5001049754764463
1,7,1,0,1,True,"",0.0,8.43769498715119e-15,0.5000309796064064
2,7,1,0,0,True,"",0.0,6.661338147750939e-15,0.5011586511930254
3,7,1,0,0,True,"",0.0,3.774758283725532e-15,0.5001821885390039
4,7,1,0,1,True,"",0.0,7.993605777301127e-15,0.5001194082896206
5,7,1,0,0,True,"",0.0,5.329070518200751e-15,0.9119476043023823
6,7,1,0,1,True,"",0.0,4.996003610813204e-16,4.398517567831869
7,7,1,0,1,True,"",0.0,7.993605777301127e-15,0.5002513327851753
8,7,1,0,1,True,"",0.0,2.4424906541753444e-15,0.5000799483503398
9,7,1,0,1,True,"",0.0,8.881784197001252e-16,0.5002133338331095
0,8,1,0,1,True,"",0.0,5.995204332975845e-15,0.5049715945732326
1,8,1,0,2,True,"",0.0,4.6629367034256575e-15,0.5002464952555429
2,8,1,0,1,True,"",0.0,9.769962616701378e-15,0.5009699822561848
3,8,1,0,1,True,"",0.0,8.43769498715119e-15,0.5001276223773959
4,8,1,0,2,True,"",0.0,1.9984014443252818e-15,0.5001150684488653
5,8,1,0,1,True,"",0.0,7.105427357601002e-15,0.5033996837831
6,8,1,0,2,True,"",0.0,4.6629367034256575e-15,0.5000199703957032
7,8,1,0,0,True,"",0.0,3.20091180299853e-14,0.5000619209795557
8,8,1,0,2,True,"",0.0,4.6629367034256575e-15,0.5012216411289613
9,8,1,0,2,True,"",0.0,5.995204332975845e-15,0.5001572762564418
0,9,1,0,1,True,"",0.0,9.71445146547012e-16,4.75973785037616
1,9,1,0,2,True,"",0.0,8.659739592076221e-15,0.5000215341747143
2,9,1,0,1,True,"",0.0,3.9968028886505635e-15,0.5412765413195714
3,9,1,0,0,True,"",0.0,2.6645352591003757e-15,0.5001328941308076
4,9,1,0,0,True,"",0.0,1.9984014443252818e-15,0.5001734500446877
5,9,1,0,2,True,"",0.0,6.661338147750939e-15,0.5000655245572927
6,9,1,0,2,True,"",0.0,9.547918011776346e-15,0.5001617924586527
7,9,1,0,2,True,"",0.0,6.439293542825908e-15,0.50006792210913
8,9,1,0,2,True,"",0.0,2.886579864025407e-15,0.5000610908859984
9,9,1,0,1,True,"",0.0,1.1102230246251565e-16,1.4523606657634978
0,10,1,0,2,True,"",0.0,3.9968028886505635e-15,0.5001192832304259
1,10,1,0,0,True,"",0.0,5.551115123125783e-15,0.5003463339701796
2,10,1,0,1,True,"",0.0,1.9984014443252818e-15,0.5455399319192951
3,10,1,0,1,True,"",0.0,4.884981308350689e-15,0.5005419686548457
4,10,1,0,1,True,"",0.0,5.551115123125783e-15,0.5001850177494794
5,10,1,0,1,True,"",0.0,7.327471962526033e-15,0.5002869201801314
6,10,1,0,0,True,"",0.0,3.3306690738754696e-15,0.5602631253627735
7,10,1,0,2,True,"",0.0,4.6629367034256575e-15,0.5000514342931656
8,10,1,0,1,True,"",0.0,5.551115123125783e-15,0.5791020391949789
9,10,1,0,2,True,"",0.0,4.440892098500626e-15,0.5000714548203136
